authorFirst,authorLast,bookTitle,pubYear,pageCount,bookType,bookAudience,language,primaryGenre,charGender,authorCount,pseudonym,linkGR,linkLT,authorDOB,authorGender,authorAge,authorRace,authorNationality,countGR,ratingGR,countLT,ratingLT
Michael,Crichton,Odds On,1966,288,Novel,Adult,English,Mystery,Male,Primary,Y,https://www.goodreads.com/book/show/18078737-odds-on,http://www.librarything.com/work/1760628/book/112341755,1942,Male,23,White,American,658,3.4,78,3.21
Michael,Crichton,A Case of Need,1968,434,Novel,Adult,English,Mystery,Male,Primary,Y,https://www.goodreads.com/book/show/7663.A_Case_of_Need,http://www.librarything.com/work/57176/book/11269697,1942,Male,25,White,American,29581,3.71,2610,3.3
Michael,Crichton,The Andromeda Strain,1969,306,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/7670.The_Andromeda_Strain,http://www.librarything.com/work/12393/book/11269636,1942,Male,26,White,American,205841,3.89,7889,3.66
Michael,Crichton,Five Patients,1970,272,Thematic non-fiction,Adult,English,Popular science,Male,Primary,N,https://www.goodreads.com/book/show/7681.Five_Patients,http://www.librarything.com/work/68946/book/12501757,1942,Male,27,White,American,5004,3.48,781,2.9299999999999997
Michael,Crichton,Grave Descend,1970,203,Novel,Adult,English,Mystery,Male,Primary,Y,https://www.goodreads.com/book/show/652837.Grave_Descend,http://www.librarything.com/work/1460476/book/31877676,1942,Male,27,White,American,2180,3.68,227,3.56
Michael,Crichton,Easy Go,1968,288,Novel,Adult,English,Mystery,Male,Primary,Y,https://www.goodreads.com/book/show/18310315-easy-go,http://www.librarything.com/work/2221158/book/31877743,1942,Male,25,White,American,1303,3.65,122,3.3499999999999996
Michael,Crichton,Drug of Choice,1970,224,Novel,Adult,English,Mystery,Male,Primary,Y,https://www.goodreads.com/book/show/18310318-drug-of-choice,http://www.librarything.com/work/1891251/book/112341733,1942,Male,27,White,American,1108,3.5,87,3.25
Michael,Crichton,The Great Train Robbery,1975,386,Novel,Adult,English,Mystery,Male,Primary,N,https://www.goodreads.com/book/show/7682.The_Great_Train_Robbery,http://www.librarything.com/work/4809/book/11269691,1942,Male,32,White,American,24150,3.85,2942,3.75
Michael,Crichton,Scratch One,1967,272,Novel,Adult,English,Mystery,Male,Primary,Y,https://www.goodreads.com/book/show/18310314-scratch-one,http://www.librarything.com/work/1491410/book/112341756,1942,Male,24,White,American,455,3.32,83,3.46
Michael,Crichton,Binary,1972,213,Novel,Adult,English,Sci-fi,Male,Primary,Y,https://www.goodreads.com/book/show/18310320-binary,http://www.librarything.com/work/291703/book/55330464,1942,Male,29,White,American,2671,3.52,351,3.2800000000000002
Michael,Crichton,The Terminal Man,1972,290,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/7679.The_Terminal_Man,http://www.librarything.com/work/60688/book/11269682,1942,Male,29,White,American,23174,3.36,2963,3.22
Michael,Crichton,Travels,1988,404,Narrative non-fiction,Adult,English,Memoir,Male,Primary,N,https://www.goodreads.com/book/show/7665.Travels,http://www.librarything.com/work/57295/book/24409353,1942,Male,45,White,American,7708,3.95,1127,3.67
Michael,Crichton,The Venom Business,1969,400,Novel,Adult,English,Mystery,Male,Primary,Y,https://www.goodreads.com/book/show/18310317-the-venom-business,http://www.librarything.com/work/5323962/book/112341769,1942,Male,26,White,American,425,3.44,74,3.46
Michael,Crichton,Congo,1980,386,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/7672.Congo,http://www.librarything.com/work/11616/book/11269647,1942,Male,37,White,American,148943,3.59,6537,3.2600000000000002
Michael,Crichton,Sphere,1987,543,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/455373.Sphere,http://www.librarything.com/work/17543/book/11269625,1942,Male,44,White,American,154485,3.79,7901,3.56
Michael,Crichton,The Lost World,1995,448,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/8650.The_Lost_World,http://www.librarything.com/work/12409/book/11269610,1942,Male,52,White,American,111790,3.77,8086,3.5
Michael,Crichton,Airframe,1996,448,Novel,Adult,English,Mystery,Female,Primary,N,https://www.goodreads.com/book/show/7667.Airframe,http://www.librarything.com/work/2319/book/11269659,1942,Male,53,White,American,73102,3.7,5967,3.3699999999999997
Michael,Crichton,Timeline,1999,512,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/7669.Timeline,http://www.librarything.com/work/8362/book/11269606,1942,Male,56,White,American,178169,3.85,10998,3.54
Michael,Crichton,Prey,2003,545,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/83763.Prey,http://www.librarything.com/work/11621/book/11269615,1942,Male,60,White,American,154038,3.75,8129,3.44
Michael,Crichton,State of Fear,2004,624,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/15860.State_of_Fear,http://www.librarything.com/work/3658/book/11269656,1942,Male,61,White,American,77357,3.7,7164,3.4
Michael,Crichton,Next,2006,448,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/7661.Next,http://www.librarything.com/work/1806474/book/17478584,1942,Male,63,White,American,62577,3.5,5784,3.24
Michael,Crichton,Pirate Latitudes,2009,324,Novel,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/6428887-pirate-latitudes,http://www.librarything.com/work/8287115/book/52265854,1942,Male,66,White,American,38745,3.44,3228,3.32
Michael,Crichton,Micro,2011,563,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/11660590-micro,http://www.librarything.com/work/11375989/book/86295047,1942,Male,68,White,American,28641,3.43,1526,3.2
Michael,Crichton,Dragon Teeth,2017,387,Novel,Adult,English,Western,Male,Primary,N,https://www.goodreads.com/book/show/31287693-dragon-teeth,http://www.librarything.com/work/18861305/book/141794787,1942,Male,74,White,American,23674,3.77,712,3.68
Michael,Crichton,Disclosure,1993,466,Novel,Adult,English,Mystery,Male,Primary,N,https://www.goodreads.com/book/show/7675.Disclosure,http://www.librarything.com/work/35684/book/11269664,1942,Male,50,White,American,66402,3.78,4383,3.4099999999999997
Michael,Crichton,Rising Sun,1992,386,Novel,Adult,English,Mystery,Male,Primary,N,https://www.goodreads.com/book/show/7668.Rising_Sun,http://www.librarything.com/work/18918/book/11269660,1942,Male,49,White,American,45805,3.63,4493,3.36
Michael,Crichton,Zero Cool,1969,240,Novel,Adult,English,Mystery,Male,Primary,Y,https://www.goodreads.com/book/show/2767617-zero-cool,http://www.librarything.com/work/2221157/book/51331527,1942,Male,26,White,American,1237,3.53,190,3.3899999999999997
Michael,Crichton,Dealing,1970,222,Novel,Adult,English,Mystery,Male,Primary,Y,https://www.goodreads.com/book/show/147780.Dealing_or_The_Berkeley_To_Boston_Forty_Brick_Lost_Bag_Blues,http://www.librarything.com/work/566168/book/112709295,1942,Male,27,White,American,183,3.31,54,3.3299999999999996
Michael,Crichton,Eaters of the Dead,1976,292,Novel,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/7673.Eaters_of_the_Dead,http://www.librarything.com/work/6852/book/11269679,1942,Male,33,White,American,33120,3.66,4063,3.51
Michael,Crichton,Jurassic Park,1990,466,Novel,Adult,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/40604658-jurassic-park,http://www.librarything.com/work/12359/book/11269587,1942,Male,47,White,American,749056,4.01,15604,3.9099999999999997
Neil,Gaiman,Black Orchid,1989,160,Comics,Adult,English,Sci-fi,Female,Primary,N,https://www.goodreads.com/book/show/47700.Black_Orchid,https://www.librarything.com/work/6982/book/114240695,1960,Male,28,White,English,10130,3.72,1321,3.56
Neil,Gaiman,The Books of Magic,1991,200,Comics,YA,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/17727.The_Books_of_Magic,https://www.librarything.com/work/5946/book/114240702,1960,Male,30,White,English,14851,4.08,1696,3.94
Neil,Gaiman,Death: The High Cost of Living,1993,104,Comics,Adult,English,Fantasy,Female,Primary,N,https://www.goodreads.com/book/show/16791.Death,https://www.librarything.com/work/5735/book/114240723,1960,Male,32,White,English,39327,4.18,3140,4.13
Neil,Gaiman,The Last Temptation,1994,104,Comics,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/47696.The_Last_Temptation,https://www.librarything.com/work/45046/book/116122555,1960,Male,33,White,English,4085,3.55,669,3.36
Neil,Gaiman,Violent Cases,1987,48,Graphic novel,Adult,English,Horror,Male,Primary,N,https://www.goodreads.com/book/show/428658.Violent_Cases,https://www.librarything.com/work/47288/book/114240684,1960,Male,26,White,English,3826,3.79,900,3.8299999999999996
Neil,Gaiman,Sandman Midnight Theatre,1995,64,Comics,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/161197.Sandman_Midnight_Theatre,https://www.librarything.com/work/211498/book/116122415,1960,Male,34,White,English,1047,3.95,168,3.38
Neil,Gaiman,Coraline: The Graphic Novel,2008,192,Graphic novel,YA,English,Horror,Female,Primary,N,https://www.goodreads.com/book/show/1967070.Coraline,https://www.librarything.com/work/4588179/book/116122765,1960,Male,47,White,English,19714,3.97,1465,3.86
Neil,Gaiman,Death: The Time of Your Life,1996,95,Comics,Adult,English,Fantasy,Female,Primary,N,https://www.goodreads.com/book/show/22339.Death,https://www.librarything.com/work/6997/book/114240731,1960,Male,35,White,English,12581,4.22,2024,4.04
Neil,Gaiman,Shoggoth's Old Peculiar,1998,44,Comics,Adult,English,Horror,Male,Primary,N,https://www.goodreads.com/book/show/47728.Shoggoth_s_Old_Peculiar,https://www.librarything.com/work/261879/book/116122896,1960,Male,37,White,English,1071,4.02,160,4.29
Neil,Gaiman,Harlequin Valentine,2001,40,Graphic novel,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/47695.Harlequin_Valentine,https://www.librarything.com/work/5799/book/116122740,1960,Male,40,White,English,2909,3.79,647,3.64
Neil,Gaiman,Green Lantern & Superman: Legend of the Green Flame,2000,38,Comics,YA,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/6368048-green-lantern-superman,https://www.librarything.com/work/215650/book/116122454,1960,Male,39,White,English,232,3.55,57,3.3499999999999996
Neil,Gaiman,Murder Mysteries,2002,64,Graphic novel,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/490789.Murder_Mysteries,https://www.librarything.com/work/5849/book/116122746,1960,Male,41,White,English,4860,4.07,892,3.98
Neil,Gaiman,The Graveyard Book,2008,320,Novel,YA,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book,https://www.librarything.com/work/4479754/book/55400514,1960,Male,47,White,English,403570,4.13,16974,4.18
Neil,Gaiman,The Sandman: Endless Nights,2003,160,Graphic novel,Adult,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/47720.The_Sandman,https://www.librarything.com/work/6046/book/114240442,1960,Male,42,White,English,23722,4.34,3776,4.24
Neil,Gaiman,Marvel 1602,2004,248,Comics,YA,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/15719.Marvel_1602,https://www.librarything.com/work/36415/book/114240744,1960,Male,43,White,English,52286,3.93,2861,3.88
Neil,Gaiman,Creatures of the Night,2004,46,Graphic novel,Adult,English,Horror,Male,Primary,N,https://www.goodreads.com/book/show/22344.Creatures_of_the_Night,https://www.librarything.com/work/5725/book/116122751,1960,Male,43,White,English,1885,3.84,503,3.7800000000000002
Neil,Gaiman,"Eternals, Volume III",2007,256,Comics,YA,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/47694.Eternals,https://www.librarything.com/work/3786208/book/114240676,1960,Male,46,White,English,6697,3.61,900,3.53
Neil,Gaiman,The Facts in the Case of the Departure of Miss Finch,2008,51,Graphic novel,Adult,English,Horror,Female,Primary,N,https://www.goodreads.com/book/show/16794.The_Facts_in_the_Case_of_the_Departure_of_Miss_Finch,https://www.librarything.com/work/1485966/book/116122846,1960,Male,47,White,English,2297,3.55,412,3.34
Neil,Gaiman,"Fortunately, the Milk",2013,113,Novel,Kidlit,English,Sci-fi,Male,Primary,N,https://www.goodreads.com/book/show/17349203-fortunately-the-milk,https://www.librarything.com/work/13513278/book/111858708,1960,Male,52,White,English,45376,4.06,1801,4.03
Neil,Gaiman,The Day I Swapped My Dad for Two Goldfish,1998,64,Picture book,Kidlit,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/47693.The_Day_I_Swapped_My_Dad_for_Two_Goldfish,https://www.librarything.com/work/45111/book/48571980,1960,Male,37,White,English,9843,4.03,1779,4.119999999999999
Neil,Gaiman,The Ocean at the End of the Lane,2013,181,Novel,Adult,English,Horror,Male,Primary,N,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,https://www.librarything.com/work/13117059/book/111858470,1960,Male,52,White,English,436127,4,9575,4.08
Neil,Gaiman,Sandman: The Dream Hunters,2009,144,Comics,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/6307034-the-sandman,https://www.librarything.com/work/10537869/book/116122385,1960,Male,48,White,English,9681,4.46,511,4.26
Neil,Gaiman,Hansel and Gretel,2014,54,Picture book,Kidlit,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/20718289-hansel-and-gretel,https://www.librarything.com/work/14975198/book/116122792,1960,Male,53,White,English,9186,3.8,486,3.75
Neil,Gaiman,The Graveyard Book: The Graphic Novel,2014,358,Graphic novel,YA,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/28371842-the-graveyard-book,https://www.librarything.com/work/18468255,1960,Male,53,White,English,787,4.33,50,4.7
Neil,Gaiman,Chu's Day at the Beach,2015,32,Picture book,Kidlit,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/22864821-chu-s-day-at-the-beach,https://www.librarything.com/work/15707836/book/122914649,1960,Male,54,White,English,1094,3.79,80,4
Neil,Gaiman,Batman: Whatever Happened to the Caped Crusader?,2009,128,Comics,YA,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/5599692-batman,https://www.librarything.com/work/6873025/book/114240506,1960,Male,48,White,English,16656,3.97,666,3.8499999999999996
Neil,Gaiman,The Truth is a Cave in the Black Mountains,2014,74,Graphic novel,Adult,English,Horror,Male,Primary,N,https://www.goodreads.com/book/show/18635092-the-truth-is-a-cave-in-the-black-mountains,https://www.librarything.com/work/10699688/book/116122794,1960,Male,53,White,English,8167,3.98,459,4.06
Neil,Gaiman,The Sandman: Overture,2015,224,Comics,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/18310944-the-sandman,https://www.librarything.com/work/15914127/book/123167464,1960,Male,54,White,English,56900,3.98,868,4.2700000000000005
Neil,Gaiman,Angels and Visitations: A Miscellany,1993,166,Stories,Adult,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/17327.Angels_and_Visitations,https://www.librarything.com/work/5684/book/111858720,1960,Male,32,White,English,1643,4.15,677,4.1899999999999995
Neil,Gaiman,Neverwhere,1996,370,Novel,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/14497.Neverwhere,https://www.librarything.com/work/897386/book/11724263,1960,Male,35,White,English,390552,4.17,21069,4.109999999999999
Neil,Gaiman,Smoke and Mirrors,1998,365,Stories,Adult,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/16790.Smoke_and_Mirrors,https://www.librarything.com/work/897403/book/11724275,1960,Male,37,White,English,60623,4.04,8746,3.9899999999999998
Neil,Gaiman,Stardust,1998,248,Novel,YA,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/16793.Stardust,https://www.librarything.com/work/3574878/book/13473161,1960,Male,37,White,English,326220,4.08,17754,4.03
Neil,Gaiman,The Silver Dream,2013,240,Novel,YA,English,Fantasy,Male,Tertiary,N,https://www.goodreads.com/book/show/16248073-the-silver-dream,https://www.librarything.com/work/13392054/book/111858713,1960,Male,52,White,English,4283,3.56,264,3.3699999999999997
Neil,Gaiman,The Sandman: The Dream Hunters,1999,128,Graphic novel,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/166580.The_Sandman,https://www.librarything.com/work/5891/book/114240464,1960,Male,38,White,English,17885,4.39,2755,4.3
Neil,Gaiman,American Gods,2001,560,Novel,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/30165203-american-gods,https://www.librarything.com/work/2280068/book/11724257,1960,Male,40,White,English,690508,4.11,28042,4.08
Neil,Gaiman,A Walking Tour of the Shambles,2002,57,Narrative non-fiction,Adult,English,Memoir,Male,Primary,N,https://www.goodreads.com/book/show/92060.A_Walking_Tour_of_the_Shambles,https://www.librarything.com/work/5667/book/116122862,1960,Male,41,White,English,284,3.74,211,3.54
Neil,Gaiman,Signal to Noise,1992,80,Graphic novel,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/166570.Signal_to_Noise,https://www.librarything.com/work/5897/book/114240661,1960,Male,31,White,English,3840,3.84,837,3.68
Neil,Gaiman,Coraline,2002,162,Novel,YA,English,Horror,Female,Primary,N,https://www.goodreads.com/book/show/17061.Coraline,https://www.librarything.com/work/4183/book/55400500,1960,Male,41,White,English,431634,4.06,15682,4
Neil,Gaiman,The Wolves in the Walls,2003,56,Graphic novel,Kidlit,English,Horror,Female,Primary,N,https://www.goodreads.com/book/show/22341.The_Wolves_in_the_Walls,https://www.librarything.com/work/6071/book/48571824,1960,Male,42,White,English,14926,4.06,2406,4.14
Neil,Gaiman,Anansi Boys,2005,387,Novel,Adult,English,Fantasy,Male,Primary,N,https://www.goodreads.com/book/show/2744.Anansi_Boys,https://www.librarything.com/work/4609344/book/11724272,1960,Male,44,White,English,180036,4.02,17156,3.94
Neil,Gaiman,Spawn: Angela's Hunt,1995,100,Comics,Adult,English,Fantasy,Female,Primary,N,https://www.goodreads.com/book/show/92059.Spawn,https://www.librarything.com/work/3180349/book/116122466,1960,Male,34,White,English,375,3.65,81,3.5
Neil,Gaiman,Fragile Things: Short Fictions and Wonders,2006,360,Stories,Adult,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/16788.Fragile_Things,https://www.librarything.com/work/901239/book/111858722,1960,Male,45,White,English,54148,4,8078,3.9699999999999998
Neil,Gaiman,M is for Magic,2007,260,Stories,YA,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/47699.M_Is_for_Magic,https://www.librarything.com/work/1989017/book/111858589,1960,Male,46,White,English,14458,3.82,1820,3.8099999999999996
Neil,Gaiman,The Tragical Comedy or Comical Tragedy of Mr. Punch,1994,96,Graphic novel,YA,English,Horror,Male,Primary,N,https://www.goodreads.com/book/show/16792.The_Tragical_Comedy_or_Comical_Tragedy_of_Mr_Punch,https://www.librarything.com/work/5847/book/48571930,1960,Male,33,White,English,6901,3.77,1444,3.8499999999999996
Neil,Gaiman,Eternity's Wheel,2015,288,Novel,YA,English,Fantasy,Male,Tertiary,N,https://www.goodreads.com/book/show/23131075-eternity-s-wheel,https://www.librarything.com/work/15869626/book/119617545,1960,Male,54,White,English,2136,3.68,108,3.44
Neil,Gaiman,InterWorld,2007,239,Novel,YA,English,Fantasy,Male,Secondary,N,https://www.goodreads.com/book/show/47701.InterWorld,https://www.librarything.com/work/2877371/book/111858615,1960,Male,46,White,English,18101,3.53,2145,3.4699999999999998
Neil,Gaiman,Make Good Art,2013,80,Essays,Adult,English,Criticism,Male,Primary,N,https://www.goodreads.com/book/show/16240792-make-good-art,https://www.librarything.com/work/13501931/book/116122758,1960,Male,52,White,English,8145,4.29,373,4.34
Neil,Gaiman,The Dangerous Alphabet,2008,32,Picture book,Kidlit,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/1967071.The_Dangerous_Alphabet,https://www.librarything.com/work/4479753/book/111858667,1960,Male,47,White,English,3894,4.08,787,3.9299999999999997
Neil,Gaiman,Trigger Warning: Short Fictions and Disturbances,2015,310,Stories,Adult,English,Fantasy,Mixed,Primary,N,https://www.goodreads.com/book/show/22522808-trigger-warning,https://www.librarything.com/work/15438777/book/116122936,1960,Male,54,White,English,47112,3.93,2458,3.98
Neil,Gaiman,Blueberry Girl,2009,32,Picture book,Kidlit,English,Fantasy,Female,Primary,N,https://www.goodreads.com/book/show/1967067.Blueberry_Girl,https://www.librarything.com/work/6573418/book/111858687,1960,Male,48,White,English,5402,4.19,664,4.06
