authorLast,authorFirst,bookTitle,pubYear,pageCount,listName,listRank,bookType,bookAudience,language,primaryGenre,charGender,authorCount,linkGR,linkLT,authorDOB,authorGender,authorAge,authorRace,authorNationality,countGR,ratingGR,countLT,ratingLT
Ducornet,Rikki,The Stain,1984,223,American Book Review,35,Novel,Adult,English,Experimental,Female,Primary,https://www.goodreads.com/book/show/379260.The_Stain,http://www.librarything.com/work/478943/book/64294178,1943,Female,40,White,American,209,3.83,78,4.05
Durrell,Lawrence,Balthazar,1958,280,Modern Library Board,70,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/13036.Balthazar,http://www.librarything.com/work/39387/book/29980537,1912,Male,45,White,English,2770,4.14,1260,3.9499999999999997
Durrell,Lawrence,Clea,1960,288,Modern Library Board,70,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/13039.Clea,http://www.librarything.com/work/39392/book/30947418,1912,Male,47,White,English,2169,4.18,1192,3.9099999999999997
Durrell,Lawrence,Justine,1957,256,Modern Library Board,70,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/13037.Justine,http://www.librarything.com/work/32383/book/29980528,1912,Male,44,White,English,6392,3.9,2143,3.8
Durrell,Lawrence,Mountolive,1958,320,Modern Library Board,70,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/126710.Mountolive,http://www.librarything.com/work/39401/book/30947415,1912,Male,45,White,English,2345,4.21,1189,3.96
Durrell,Lawrence,The Alexandria Quartet,1960,884,Modern Library Board,70,Anthology,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/13033.The_Alexandria_Quartet,http://www.librarything.com/work/29417,1912,Male,47,White,English,10904,4.17,1676,4.31
Eastlake,William,Go in Beauty,1956,279,American Book Review,67,Novel,Adult,English,Western,Male,Primary,https://www.goodreads.com/book/show/789392.Go_in_Beauty,http://www.librarything.com/work/3905849/book/64302195,1917,Male,38,White,American,30,4.33,10,4
Eastlake,William,Portrait of an Artist with Twenty-six Horses,1963,210,American Book Review,67,Novel,Adult,English,Western,Male,Primary,https://www.goodreads.com/book/show/776929.Portrait_of_an_Artist_with_Twenty_Six_Horses,http://www.librarything.com/work/2022614/book/64302224,1917,Male,45,White,American,25,3.96,30,3.25
Eastlake,William,The Bronc People,1958,254,American Book Review,67,Novel,Adult,English,Western,Male,Primary,https://www.goodreads.com/book/show/2625577-the-bronc-people,http://www.librarything.com/work/2988469/book/64302210,1917,Male,40,White,American,32,4.28,19,3.88
Eddison,E.R.,The Worm Ouroboros,1922,445,Modern Library Readers,32,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/13624.The_Worm_Ouroboros,http://www.librarything.com/work/24498/book/24431579,1882,Male,39,White,English,3931,3.7,1809,3.66
Elkin,Stanley,The Franchiser,1976,341,American Book Review,68,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/356205.The_Franchiser,http://www.librarything.com/work/156731/book/51518543,1930,Male,45,White,American,242,3.98,138,3.9
Ellis,Bret Easton,American Psycho,1991,399,American Book Review,76,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/28676.American_Psycho,http://www.librarything.com/work/7135/book/11722477,1964,Male,26,White,American,216172,3.82,11070,3.72
Ellison,Ralph,Invisible Man,1952,608,Modern Library Board,19,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/16981.Invisible_Man,http://www.librarything.com/work/2203/book/24431682,1914,Male,37,Black,American,146138,3.86,12476,3.9899999999999998
Ellison,Ralph,Invisible Man,1952,608,Modern Library Readers,69,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/16981.Invisible_Man,http://www.librarything.com/work/2203/book/24431682,1914,Male,37,Black,American,146138,3.86,12476,3.9899999999999998
Ellison,Ralph,Invisible Man,1952,608,American Book Review,18,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/16981.Invisible_Man,http://www.librarything.com/work/2203/book/24431682,1914,Male,37,Black,American,146138,3.86,12476,3.9899999999999998
Erickson,Steve,Tours of the Black Clock,1989,320,American Book Review,98,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/7839.Tours_of_the_Black_Clock,http://www.librarything.com/work/68067/book/64293787,1950,Male,38,White,American,781,4.01,273,3.72
Farrell,James T.,Judgment Day,1935,472,Modern Library Board,29,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/3462109-judgment-day,http://www.librarything.com/work/1879073/book/87205341,1904,Male,30,White,American,97,3.62,38,3.8299999999999996
Farrell,James T.,Studs Lonigan,1935,988,Modern Library Board,29,Anthology,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/126603.Studs_Lonigan,http://www.librarything.com/work/147355,1904,Male,30,White,American,2179,3.81,810,3.88
Farrell,James T.,Young Lonigan,1932,224,Modern Library Board,29,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/169810.Young_Lonigan,http://www.librarything.com/work/191363/book/87205306,1904,Male,27,White,American,1081,3.48,156,3.4499999999999997
Farrell,James T.,Young Manhood of Studs Lonigan,1934,424,Modern Library Board,29,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1245710.The_Young_Manhood_of_Studs_Lonigan,http://www.librarything.com/work/1198419/book/87205324,1904,Male,29,White,American,132,3.58,50,3.79
Faulkner,William,"Absalom, Absalom!",1936,320,American Book Review,32,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/373755.Absalom_Absalom_,http://www.librarything.com/work/12624/book/31087204,1897,Male,38,White,American,37078,3.96,6091,4.14
Faulkner,William,"Absalom, Absalom!",1936,320,Modern Library Readers,36,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/373755.Absalom_Absalom_,http://www.librarything.com/work/12624/book/31087204,1897,Male,38,White,American,37078,3.96,6091,4.14
Faulkner,William,As I Lay Dying,1930,250,Modern Library Readers,67,Novel,Adult,English,Experimental,Mixed,Primary,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying,http://www.librarything.com/work/3360/book/52687598,1897,Male,32,White,American,127888,3.71,11719,3.9
Faulkner,William,As I Lay Dying,1930,250,Modern Library Board,45,Novel,Adult,English,Experimental,Mixed,Primary,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying,http://www.librarything.com/work/3360/book/52687598,1897,Male,32,White,American,127888,3.71,11719,3.9
Faulkner,William,Light in August,1932,512,Modern Library Readers,89,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/10979.Light_in_August,http://www.librarything.com/work/3384/book/51819644,1897,Male,34,White,American,50631,3.94,7491,4.01
Faulkner,William,Light in August,1932,512,Modern Library Board,54,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/10979.Light_in_August,http://www.librarything.com/work/3384/book/51819644,1897,Male,34,White,American,50631,3.94,7491,4.01
Faulkner,William,The Sound and the Fury,1929,336,American Book Review,5,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,http://www.librarything.com/work/3423/book/24443750,1897,Male,31,White,American,150572,3.86,13607,3.98
Faulkner,William,The Sound and the Fury,1929,336,Modern Library Readers,33,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,http://www.librarything.com/work/3423/book/24443750,1897,Male,31,White,American,150572,3.86,13607,3.98
Faulkner,William,The Sound and the Fury,1929,336,Modern Library Board,6,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,http://www.librarything.com/work/3423/book/24443750,1897,Male,31,White,American,150572,3.86,13607,3.98
Federman,Raymond,Double or Nothing,1971,267,American Book Review,46,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/266756.Double_or_Nothing,http://www.librarything.com/work/151208/book/64294340,1928,Male,42,White,French,152,3.93,82,4
Federman,Raymond,Take It or Leave It,1975,426,American Book Review,11,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/266753.Take_It_or_Leave_It,http://www.librarything.com/work/249414/book/51198410,1928,Male,46,White,French,94,3.88,57,3.72
Fitzgerald,F. Scott,Tender is the Night,1934,320,Modern Library Board,28,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,http://www.librarything.com/work/23409/book/24443959,1896,Male,37,White,American,103543,3.82,10282,3.74
Fitzgerald,F. Scott,The Great Gatsby,1925,176,Modern Library Board,2,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,http://www.librarything.com/work/2964/book/11724084,1896,Male,28,White,American,3389655,3.91,55626,3.8699999999999997
Fitzgerald,F. Scott,The Great Gatsby,1925,176,American Book Review,22,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,http://www.librarything.com/work/2964/book/11724084,1896,Male,28,White,American,3389655,3.91,55626,3.8699999999999997
Fitzgerald,F. Scott,The Great Gatsby,1925,176,Modern Library Readers,13,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,http://www.librarything.com/work/2964/book/11724084,1896,Male,28,White,American,3389655,3.91,55626,3.8699999999999997
Ford,Ford Madox,A Man Could Stand Up,1926,348,Modern Library Board,57,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/2137341.A_Man_Could_Stand_Up,http://www.librarything.com/work/2070464/book/87205473,1873,Male,52,White,English,315,4.03,105,3.68
Ford,Ford Madox,Last Post,1928,400,Modern Library Board,57,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/2250763.The_Last_Post,http://www.librarything.com/work/337712/book/87205491,1873,Male,54,White,English,229,3.73,79,3.4
Ford,Ford Madox,No More Parades,1925,305,Modern Library Board,57,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/17017131-no-more-parades,http://www.librarything.com/work/1247435/book/87205452,1873,Male,51,White,English,365,3.99,108,3.4699999999999998
Ford,Ford Madox,Parade's End,1928,836,Modern Library Board,57,Anthology,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/777824.Parade_s_End,http://www.librarything.com/work/18089,1873,Male,54,White,English,5295,3.92,1338,3.75
Ford,Ford Madox,Some Do Notâ€¦,1924,442,Modern Library Board,57,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/8701589-some-do-not,http://www.librarything.com/work/1417795/book/87205427,1873,Male,50,White,English,648,3.83,138,3.68
Ford,Ford Madox,The Good Soldier,1915,231,Modern Library Board,30,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/7628.The_Good_Soldier,http://www.librarything.com/work/18235/book/87205370,1873,Male,41,White,English,21354,3.72,3923,3.79
Forster,E.M.,A Passage to India,1924,416,Modern Library Board,25,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/45195.A_Passage_to_India,http://www.librarything.com/work/2156470/book/64294000,1879,Male,44,White,English,62956,3.68,9853,3.7600000000000002
Forster,E.M.,A Passage to India,1924,416,American Book Review,45,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/45195.A_Passage_to_India,http://www.librarything.com/work/2156470/book/64294000,1879,Male,44,White,English,62956,3.68,9853,3.7600000000000002
Forster,E.M.,A Room with a View,1908,328,Modern Library Board,79,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/3087.A_Room_with_a_View,http://www.librarything.com/work/20174/book/64294067,1879,Male,28,White,English,142713,3.91,8868,3.94
Forster,E.M.,Howards End,1910,352,Modern Library Board,38,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/38374795-howards-end,http://www.librarything.com/work/17951/book/64294082,1879,Male,30,White,English,71158,3.96,7193,3.9899999999999998
Fowles,John,The French Lieutenant's Woman,1969,394,American Book Review,77,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/56034.The_French_Lieutenant_s_Woman,http://www.librarything.com/work/6923/book/51768123,1926,Male,42,White,English,44263,3.87,5488,3.84
Fowles,John,The French Lieutenant's Woman,1969,394,Modern Library Readers,30,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/56034.The_French_Lieutenant_s_Woman,http://www.librarything.com/work/6923/book/51768123,1926,Male,42,White,English,44263,3.87,5488,3.84
Fowles,John,The Magus,1965,656,Modern Library Board,93,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/16286.The_Magus,http://www.librarything.com/work/3140240/book/52334398,1926,Male,38,White,English,44302,4.05,4088,3.9699999999999998
Fowles,John,The Magus,1965,656,Modern Library Readers,71,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/16286.The_Magus,http://www.librarything.com/work/3140240/book/52334398,1926,Male,38,White,English,44302,4.05,4088,3.9699999999999998
Gaddis,William,J R,1975,752,American Book Review,17,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/28434.JR,http://www.librarything.com/work/84274/book/29980399,1922,Male,52,White,American,2555,4.28,987,4.2
Gaddis,William,The Recognitions,1955,960,Modern Library Readers,61,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/395058.The_Recognitions,http://www.librarything.com/work/35551/book/24925685,1922,Male,32,White,American,4334,4.2,1644,4.35
Gaddis,William,The Recognitions,1955,960,American Book Review,27,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/395058.The_Recognitions,http://www.librarything.com/work/35551/book/24925685,1922,Male,32,White,American,4334,4.2,1644,4.35
Gass,William H.,In the Heart of the Heart of the Country,1968,206,American Book Review,16,Stories,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/152653.In_the_Heart_of_the_Heart_of_the_Country_and_Other_Stories,http://www.librarything.com/work/17967/book/33924688,1924,Male,43,White,American,2032,4,514,4
Gass,William H.,Omensetter's Luck,1966,336,American Book Review,82,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/156188.Omensetter_s_Luck,http://www.librarything.com/work/150251/book/64302404,1924,Male,41,White,American,1647,4,533,4.14
Gass,William H.,The Tunnel,1995,651,American Book Review,81,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/156182.The_Tunnel,http://www.librarything.com/work/128983/book/64302441,1924,Male,70,White,American,1259,3.89,647,4.119999999999999
Gibson,William,Neuromancer,1984,288,American Book Review,36,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/888628.Neuromancer,http://www.librarything.com/work/609/book/24453426,1948,Male,35,White,Canadian,242451,3.89,18412,3.9299999999999997
Golding,William,Lord of the Flies,1954,272,Modern Library Board,41,Novel,YA,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,http://www.librarything.com/work/2475502/book/11724812,1911,Male,42,White,English,2078286,3.67,38189,3.73
Golding,William,Lord of the Flies,1954,272,Modern Library Readers,25,Novel,YA,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,http://www.librarything.com/work/2475502/book/11724812,1911,Male,42,White,English,2078286,3.67,38189,3.73
Graves,Robert,"I, Claudius",1934,480,Modern Library Board,14,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/18765.I_Claudius,http://www.librarything.com/work/7289/book/24453826,1895,Male,38,White,English,49614,4.27,7316,4.26
Graves,Robert,"I, Claudius",1934,480,Modern Library Readers,74,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/18765.I_Claudius,http://www.librarything.com/work/7289/book/24453826,1895,Male,38,White,English,49614,4.27,7316,4.26
Green,Henry,Loving,1945,229,Modern Library Board,89,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/771507.Loving,http://www.librarything.com/work/64272/book/87207182,1905,Male,39,White,English,3170,3.56,536,3.2800000000000002
Greene,Graham,The Heart of the Matter,1948,256,Modern Library Board,40,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/3692.The_Heart_of_the_Matter,http://www.librarything.com/work/19756/book/24916713,1904,Male,43,White,English,24371,3.99,4121,3.92
Hamilton,Laurell K.,Guilty Pleasures,1993,368,Modern Library Readers,82,Novel,Adult,English,Horror,Female,Primary,https://www.goodreads.com/book/show/30281.Guilty_Pleasures,http://www.librarything.com/work/4873693/book/55425406,1963,Female,29,White,American,127184,4.02,7590,3.8
Hammett,Dashiell,Red Harvest,1929,279,American Book Review,61,Novel,Adult,English,Mystery,Male,Primary,https://www.goodreads.com/book/show/30005.Red_Harvest,http://www.librarything.com/work/12476/book/12771688,1894,Male,34,White,American,21238,3.97,2318,3.86
Hammett,Dashiell,The Maltese Falcon,1930,224,Modern Library Board,56,Novel,Adult,English,Mystery,Male,Primary,https://www.goodreads.com/book/show/29999.The_Maltese_Falcon,http://www.librarything.com/work/38504/book/24476126,1894,Male,35,White,American,79406,3.91,7208,3.9
Hawkes,John,The Cannibal,1949,195,American Book Review,49,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/587678.The_Cannibal,http://www.librarything.com/work/866395/book/44213409,1925,Male,23,White,American,394,3.73,193,3.34
Heinlein,Robert A.,Citizen of the Galaxy,1957,288,Modern Library Readers,87,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/16689.Citizen_of_the_Galaxy,http://www.librarything.com/work/17486/book/56005300,1907,Male,49,White,American,13030,3.98,2603,3.92
Heinlein,Robert A.,Double Star,1956,256,Modern Library Readers,86,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/175324.Double_Star,http://www.librarything.com/work/7502/book/56005278,1907,Male,48,White,American,18298,3.89,2534,3.71
Heinlein,Robert A.,Starship Troopers,1959,292,Modern Library Readers,62,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/17214.Starship_Troopers,http://www.librarything.com/work/7802/book/11725198,1907,Male,51,White,American,175171,4.01,9634,3.8699999999999997
Heinlein,Robert A.,Stranger in a Strange Land,1961,672,Modern Library Readers,16,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,http://www.librarything.com/work/6904/book/24476246,1907,Male,53,White,American,260026,3.92,8851,3.9099999999999997
Heinlein,Robert A.,The Door into Summer,1957,304,Modern Library Readers,72,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/348.The_Door_Into_Summer,http://www.librarything.com/work/17553/book/56005292,1907,Male,49,White,American,20671,4.01,3368,3.8499999999999996
Heinlein,Robert A.,The Moon is a Harsh Mistress,1966,384,Modern Library Readers,15,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/16690.The_Moon_is_a_Harsh_Mistress,http://www.librarything.com/work/7930/book/56005404,1907,Male,58,White,American,100973,4.17,8290,4.14
Heinlein,Robert A.,The Puppet Masters,1951,320,Modern Library Readers,83,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/7171856-the-puppet-masters,http://www.librarything.com/work/18897/book/56005166,1907,Male,43,White,American,28501,3.87,3030,3.66
Heller,Joseph,Catch-22,1961,530,Modern Library Board,7,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/168668.Catch_22,http://www.librarything.com/work/1479/book/11725208,1923,Male,37,White,American,677599,3.98,32807,4.119999999999999
Heller,Joseph,Catch-22,1961,530,American Book Review,29,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/168668.Catch_22,http://www.librarything.com/work/1479/book/11725208,1923,Male,37,White,American,677599,3.98,32807,4.119999999999999
Heller,Joseph,Catch-22,1961,530,Modern Library Readers,12,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/168668.Catch_22,http://www.librarything.com/work/1479/book/11725208,1923,Male,37,White,American,677599,3.98,32807,4.119999999999999
Hemingway,Ernest,A Farewell to Arms,1929,336,Modern Library Readers,91,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,http://www.librarything.com/work/3491/book/24476490,1899,Male,29,White,American,244646,3.8,17681,3.75
Hemingway,Ernest,A Farewell to Arms,1929,336,Modern Library Board,74,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,http://www.librarything.com/work/3491/book/24476490,1899,Male,29,White,American,244646,3.8,17681,3.75
Hemingway,Ernest,The Sun Also Rises,1926,256,Modern Library Readers,63,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,http://www.librarything.com/work/23107/book/18647402,1899,Male,26,White,American,344540,3.82,18627,3.79
Hemingway,Ernest,The Sun Also Rises,1926,256,American Book Review,20,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,http://www.librarything.com/work/23107/book/18647402,1899,Male,26,White,American,344540,3.82,18627,3.79
Hemingway,Ernest,The Sun Also Rises,1926,256,Modern Library Board,45,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,http://www.librarything.com/work/23107/book/18647402,1899,Male,26,White,American,344540,3.82,18627,3.79
Herbert,Frank,Dune,1965,544,Modern Library Readers,14,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/44767458-dune,http://www.librarything.com/work/4041453/book/24476555,1920,Male,44,White,American,644156,4.22,28904,4.29
Hoban,Russell,Riddley Walker,1980,254,American Book Review,66,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/776573.Riddley_Walker,http://www.librarything.com/work/44537/book/64302042,1925,Male,54,White,American,6597,4.03,2133,4.18
